"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CBG03339",1809.18504414537,-0.0795604367817012,0.419564063175876,-0.189626433158911,0.849601872350497,0.908754682933125
"CBG03340",4241.48923600539,-0.895510435438086,0.388365988894286,-2.30584155421974,0.021119487366807,0.0736953368216623
"CBG03341",1527.57851067816,0.33939504475037,0.300816953703227,1.12824440435363,0.259216715633474,0.422257875893507
"CBG03342",3811.33098979896,-0.154739543556315,0.365936166414318,-0.422859388489951,0.672397854573137,0.788811106594788
"CBG03343",791.794659693056,1.06554436977957,0.266076904423177,4.00464810010302,6.2109869686253e-05,0.000993757914980048
"CBG03344",863.864840011405,1.51554103416466,0.328944006128363,4.60729183669408,4.07947261878072e-06,0.000111092188048572
"CBG03345",9.30085170614367,0.148242552009885,0.445938735751072,0.332428067187765,0.739566047889797,0.83788204603321
"CBG03348",3.86779691421733,0.791544702450225,0.95973368703254,0.824754526328706,0.409510968335818,NA
"CBG03349",6.75466885111345,2.32727649389837,0.818337547585361,2.84390775024974,0.00445639482897244,0.0243893487487268
"CBG03351",22.721864998699,-0.796941012675533,0.576040467776818,-1.38348094839806,0.166517445025775,0.310065734811482
"CBG03352",415.87340382435,1.02259804416906,0.540463604051144,1.89207568558546,0.0584808973822798,0.149760787513848
"CBG03354",1348.2345911756,-0.53341527923913,0.311391361681459,-1.7130060267529,0.0867114308490988,0.19752138033596
"CBG03355",392.529454903983,-1.13148475072163,0.309011529596137,-3.66162632248845,0.000250619232928014,0.00293616323018026
"CBG03357",2294.04997741286,-1.11185975589639,0.447198945506342,-2.48627544199033,0.0129088009568621,0.0518262684114538
"CBG03358",46335.2878311484,-2.95284573900858,0.448775671303459,-6.57978123108166,4.71140967776456e-11,6.01397588279359e-09
"CBG03359",116.758129603181,0.18521276100072,0.45748275410769,0.404851897339766,0.685586378474928,0.799642409617379
"CBG03360",1404.2394335721,1.04406515466306,0.401965385192304,2.5974006546946,0.00939322877464149,0.0412200332476684
"CBG03361",74.8563431498626,0.294461822620539,0.535967949109781,0.549401924330787,0.582729653778839,0.721605449004968
"CBG03362",1903.27120014894,1.28290971150329,0.264021707534118,4.8591069404303,1.17916432353054e-06,3.91401389225435e-05
"CBG03363",21342.1011539272,-1.00649155252356,0.499069295427087,-2.01673707788863,0.0437229583998991,0.122266520267759
"CBG03364",38.891110037649,1.05310255519021,0.437559482322392,2.40676433201896,0.0160945520526991,0.0609381512835019
"CBG03365",1358.85046127012,1.43556213431956,0.431142862543331,3.32966693650247,0.000869499243634476,0.00757376160034847
"CBG03367",386.441921277789,-0.526924933966456,0.374830863443618,-1.40576720157335,0.159793264344498,0.301195555811127
"CBG03370",2.70917198939554,-2.02983279811597,0.957211184167717,-2.12056945394019,0.0339580509625815,NA
"CBG03371",9017.71032535819,-0.880626241908249,0.412706739006424,-2.13378207496278,0.0328606238725836,0.0998180980626513
"CBG03373",46.9935184648985,0.884180567453071,0.372943429515663,2.37081685177118,0.0177488236045759,0.0653031057512152
"CBG03374",4.16791580170782,-0.576372800083883,0.767297311960478,-0.751172708544,0.452548722548648,NA
"CBG03375",115.076623309864,0.171239559875394,0.509117051528237,0.33634614939998,0.736609852759082,0.835703333447263
"CBG03376",3519.63630940962,0.115814105408139,0.231248845269178,0.500820253927448,0.616497630004218,0.748143587563814
"CBG03377",271.836279158929,1.83890741296321,0.409089540275906,4.49512205010907,6.95300544431729e-06,0.000170645882117465
"CBG03378",245.643395938784,1.32024935735548,0.420997942265482,3.13599954966745,0.00171269466669739,0.0124017181843544
"CBG03379",39.9350132157749,-1.04139875807274,0.666382423406462,-1.56276444500028,0.118108009952407,0.24420617589016
"CBG03380",8538.77606808402,0.595233258331597,0.218215102251758,2.72773631242473,0.00637705621847168,0.0310447829368111
"CBG03381",120.537234195076,0.0884207184119288,0.273434417664064,0.323370843975321,0.746414407527903,0.841959331688394
"CBG03382",2469.5638221408,-0.490322182225549,0.316200122643455,-1.55067043657802,0.120980682750211,0.248459085832683
"CBG03383",6296.21311218457,0.028377250722077,0.286305656853681,0.0991152289267529,0.921046780692359,0.953053115146889
"CBG03384",1025.3884768442,-1.30447940286304,0.394578853389155,-3.306004342753,0.000946366209221684,0.00807317807965033
"CBG03385",19461.1573647695,-0.537783921964546,0.301958377324316,-1.78098692518454,0.0749145867238947,0.178372956456839
"CBG03386",1551.12012278731,0.46452271745446,0.515270989431822,0.90151149003494,0.367316427453185,0.53325080954903
"CBG03387",1112.7912441096,0.619465551567857,0.203228809374529,3.04811878529607,0.00230278881528987,0.0152465346428041
"CBG03388",830.260417947519,1.90603423297352,0.591864798744349,3.22038789435898,0.00128017251113704,0.0101524873427771
"CBG03389",381.910343815268,0.707823653858887,0.39883854516321,1.77471225497835,0.07594541077953,0.180208504234543
"CBG03390",109.687187759165,-1.78500576551106,0.469740670742093,-3.79998130179173,0.000144707006006967,0.00194409985002853
"CBG03391",12655.7468270994,0.261406166683303,0.348644591473643,0.749778350435318,0.45338820981058,0.61323095615985
"CBG03392",2302.98943392894,-0.429271235414152,0.25449990852149,-1.68672451753712,0.0916563354545379,0.205042263053289
"CBG03393",30965.1763312192,0.167136085161566,0.463232715511122,0.360803716069905,0.718246184647034,0.822477161310852
"CBG03394",129.969670597025,0.345758818021374,0.586450768784084,0.589578591120704,0.555473208261021,0.699326629589624
"CBG03395",205.945980031884,0.0947454046724587,0.512878175960212,0.184732767182141,0.853438643990452,0.9111189453746
"CBG03396",184.990248035193,1.33749017902815,0.438064200026934,3.05318302419123,0.00226427792021354,0.0150489527928434
"CBG03398",2736.38864335823,-0.926937389719378,0.35623642211555,-2.60202868705748,0.00926740998646981,0.0408632841196628
"CBG03399",480.240390313549,0.0732880160666285,0.33620325474701,0.21798722954594,0.827439061522385,0.894744134674983
"CBG03400",20488.6745414634,0.819940394154988,0.309558872613361,2.64873814545478,0.00807929043518578,0.0369972255222435
"CBG03401",1871.70688517659,0.178462860835486,0.298023695971635,0.598821044258411,0.54929222739786,0.694014656618556
"CBG03402",88907.7530320002,0.0591898398559524,0.213759596345901,0.276899100053373,0.781857583641185,0.865759316522965
"CBG03403",3863.31272134491,-1.21168582195311,0.440844627386757,-2.74855526568567,0.00598585429036858,0.0296898372802281
"CBG03405",2561.39906981692,0.189441362703778,0.260765313856277,0.726482214609994,0.46754320671896,0.626809025302428
"CBG03406",2081.44325712937,0.634059226178147,0.352413367263223,1.79919175910418,0.0719883525843363,0.173259087878009
"CBG03407",942.333362801082,0.730551721190169,0.510773712235122,1.43028449524802,0.152635382956247,0.292531491291725
"CBG03408",13441.310099492,-0.241267237809313,0.292152013535836,-0.825827742514323,0.40890181433914,0.572508710132065
"CBG03409",7284.70586479946,-0.445072278711162,0.377009656283055,-1.1805328359468,0.237788358692323,0.397809456933474
"CBG03410",3660.98980850312,-0.244524857252838,0.247552045489116,-0.987771507885152,0.323264564491506,0.49170882673903
"CBG03411",185.803006352004,0.118684908347528,0.501768727960423,0.236533091310724,0.813019032495162,0.885891896588245
"CBG03412",130.240141453083,0.528957310432117,0.362983983716938,1.45724697000573,0.145048219316868,0.282029694710926
"CBG03413",35.1048187874204,-0.123021500685398,0.702111575838377,-0.175216454077831,0.860909555846942,0.916212184718754
"CBG03414",541.636156654178,0.967833173829816,0.330996962018706,2.92399412951446,0.00345571263902237,0.0203636019733294
"CBG03415",6642.30233227953,-0.626708422322049,0.457037952691295,-1.37123934376049,0.170300357199219,0.31524996811457
"CBG03416",9934.10470959265,-0.983979243061992,0.389724458902259,-2.52480751614506,0.0115761674885607,0.0478937720689737
"CBG03417",4331.00598073925,-0.171132558070035,0.307824335109962,-0.55594226495739,0.578250323987804,0.717850802662206
"CBG03418",1336.74383277468,0.452357796701583,0.489859857079989,0.923443287225141,0.355776242242534,0.522314345516063
"CBG03419",256.919002385006,0.74940983051825,0.437362084227941,1.71347690516236,0.0866248385911391,0.197401837482564
"CBG03420",1987.6154248119,0.917307603354633,0.756848815932711,1.21200903541638,0.225508921967587,0.383393877715925
"CBG03421",402.856942110868,0.76043264030126,0.31440851170876,2.41861340257116,0.0155797884485521,0.0594951886200757
"CBG03422",629.97192323099,-0.237879411618822,0.599540353870041,-0.396769642082151,0.691537339217694,0.804057168393045
"CBG03423",6209.64010809045,1.68728133462438,0.346926727262781,4.86350921399706,1.15322654601727e-06,3.86486734340924e-05
"CBG03424",47.554289883271,-0.132314384411755,0.465727862067309,-0.28410235931436,0.776331938962284,0.861829558039237
"CBG03425",827.539186577418,0.145232989228486,0.439763020156947,0.330252846582356,0.741208918871358,0.838758023049787
"CBG03427",29.4971113261574,-0.319501170384823,0.450019478796858,-0.709971868860032,0.477721581052727,0.636473265316603
"CBG03429",946.622222668954,0.398828077157908,0.460264111655192,0.866520041555381,0.386205040644756,0.551662704108982
"CBG03430",657.70144221539,0.911324309505721,0.397332784741731,2.29360461684048,0.0218132199650426,0.0754217591804315
"CBG03431",1580.47679687748,0.359556618403672,0.254191047237657,1.4145133052916,0.157211243558828,0.298108922794239
"CBG03432",419.184993200473,0.226360565474147,0.258409224370857,0.875977109661089,0.381042477865131,0.547002184382591
"CBG03433",1327.73535907422,0.174902712590894,0.325210332999134,0.53781413086699,0.590705375308015,0.728106029206698
"CBG03434",54.7901944950562,-1.75630550231545,0.910569567313334,-1.92879881489724,0.0537558430291645,0.141116200663284
"CBG03435",17448.0060001056,0.656488079819082,0.200705227550568,3.27090673138386,0.00107203260298473,0.00886635826003571
"CBG03436",3919.58119627708,0.0826560272239003,0.383340024462613,0.215620655160577,0.829283454018313,0.89589705807336
"CBG03437",1711.21194364558,-0.182038373383791,0.289529073181917,-0.628739529965658,0.529519594167729,0.6771880601369
"CBG03439",15757.6193644514,0.319154418275562,0.241426356446793,1.32195350570972,0.186183633672802,0.335528691016282
"CBG03440",16294.1215190903,-0.719587793651615,0.415620332548328,-1.73135849547962,0.0833878443631737,0.192093017269731
"CBG03441",783.34644515831,-1.64323292446904,0.429244489772077,-3.82819806339639,0.000129084861593402,0.00177007361553038
"CBG03442",3338.6445419006,0.651391197317109,0.215878032183521,3.01740381236823,0.00254949937678193,0.0163324281848327
"CBG03443",1188.33697540358,0.687374998338891,0.300366458561917,2.28845458187934,0.0221110621639625,0.0760697659862047
"CBG03444",85.5416701992047,1.40288582332062,0.565115774383119,2.48247507309809,0.0130473196060319,0.0522133398710729
"CBG03445",74.3993769056446,0.577889999659771,0.45874558031924,1.25971785767967,0.207771161011902,0.362066588553164
"CBG03446",137.500554797025,-1.24072074373915,0.442320966679634,-2.80502358514192,0.00503128980981261,0.0264836843839742
"CBG03449",1610.97224382957,-1.6616776819044,0.497528941081051,-3.33986135217347,0.000838202254827615,0.00735279997160555
"CBG03450",3961.59035108016,1.04952781708544,0.267494615198727,3.92354745648141,8.7254568010383e-05,0.00128913983034915
"CBG03451",656.174658887749,-0.207778941736144,0.551714039267364,-0.376606225232295,0.706466260790847,0.814088086400081
"CBG03452",62.2490556300968,0.10444538719881,0.481650317288075,0.216848994903374,0.828326027886059,0.895486808526082
"CBG03453",307.410439095839,0.856496676520329,0.441334172253405,1.94069875021721,0.0522948280690902,0.138304096173626
"CBG03454",2545.63336296984,0.335132015156851,0.26588321527135,1.26044818141239,0.20750772988452,0.361768444944658
"CBG03455",2000.10048006727,0.00555894556951885,0.438381470286622,0.0126806125402251,0.989882606176029,0.994717683255479
"CBG03456",2299.8824242731,-0.719144185724746,0.517684942899793,-1.38915414788092,0.164785881187798,0.307945165943977
"CBG03458",956.58108958537,-2.14702322394213,0.555939455032242,-3.86197310607791,0.000112474950390715,0.00157974525791489
"CBG03460",3547.01360641721,-0.102866255767917,0.24398863323062,-0.421602655852769,0.673315067424191,0.789649126300587
"CBG03461",4148.44971888599,-0.146795035132373,0.35244985652794,-0.416499063380201,0.677044852603516,0.793030068227315
"CBG03462",10.3165984096994,-0.140160095204809,0.853314695805347,-0.164253699009048,0.869531429401409,0.922004984999295
"CBG03463",14.4217195438442,-0.261616272471986,0.588211141056292,-0.444765925382139,0.65648892142491,0.778552199316497
"CBG03464",5611.2033243817,-0.736252102008188,0.229621133025561,-3.20637779418251,0.00134417385327255,0.0105111973391042
"CBG03465",2364.1734047965,-0.357677594974868,0.46292370069701,-0.772649130809946,0.439730059556596,0.601506093601962
"CBG03466",489.843598267987,0.727705569125724,0.248235929878527,2.93150781791267,0.00337320875823796,0.0200338364840954
"CBG03468",499.588775466697,0.29651374150212,0.403680146200612,0.734526442018194,0.462627950682391,0.622111470088835
"CBG03469",2486.70596561035,0.203434684093978,0.222329394407823,0.915014789815936,0.360183865889782,0.52624397580749
"CBG03470",3768.56433885943,-0.714750877530215,0.304363378963289,-2.34834716306795,0.0188569363502067,0.0682915410833876
"CBG03471",460.035464346525,-0.648097945971657,0.373406277576219,-1.73563752108953,0.0826279472048915,0.19087440631762
"CBG03472",454.074452180347,0.295455452933383,0.267019986450798,1.10649190294909,0.26851366674701,0.433295896516833
"CBG03473",6892.80451719328,0.0811241187092878,0.373689244799796,0.217089787405442,0.828138372662471,0.895340483865012
"CBG03474",5153.80563434264,-0.957727063917997,0.408922498417566,-2.34207476385911,0.0191768729984524,0.069111587139949
"CBG03475",748.164162394048,1.88262332407008,0.636629999840645,2.95717029442741,0.00310476592483589,0.0189184754142335
"CBG03476",379.431592870874,0.206227147059533,0.267373513144731,0.771307316996284,0.440524796362355,0.602034636865848
"CBG03477",293.764597168749,-0.55611781655324,0.306132157773887,-1.81659392008074,0.0692793150906004,0.168491021290673
"CBG03479",27661.1036467103,0.82060999011563,0.377611161810611,2.17316137102749,0.029768174015394,0.093250024684175
"CBG03480",10380.4737329301,0.53254208030465,0.308458967647396,1.72646003572639,0.084264683113442,0.193419925803167
"CBG03481",4582.08628186362,0.119871310689365,0.403440507956516,0.297122644665829,0.766372876667471,0.855192719608362
"CBG03482",1429.64978889531,-1.38158853849999,0.411478099698841,-3.35762350295476,0.000786156142550266,0.00704214171035739
"CBG03483",2587.25388833136,-0.477688398775056,0.366953756681569,-1.3017672937726,0.192995947474586,0.344239386023394
"CBG03484",2034.10082226307,-0.399940853430084,0.382570588351756,-1.04540407863857,0.295836252447323,0.462716990990295
"CBG03485",296.958102971538,0.549127779037997,0.408277163773346,1.34498773814066,0.178629194386305,0.325189053538827
"CBG03486",9574.03460571218,-0.527450522948946,0.34766233718601,-1.51713449094931,0.129232731649082,0.260053346635918
"CBG03487",2048.87005281914,-0.982518983655317,0.362724205035704,-2.7087218608932,0.00675429364951698,0.0324624966100816
"CBG03489",238.512569415362,0.293451608936695,0.380495402522958,0.771235623323962,0.440567282646528,0.602034636865848
"CBG03490",209.377119832644,-2.30712454074623,0.474052232714802,-4.86681505017663,1.13411069880356e-06,3.80815507373884e-05
"CBG03492",104.907952109817,0.695440874941294,0.679923639814579,1.02282202620716,0.306392001753478,0.473892119604453
"CBG03493",2726.30056867198,0.229209881097547,0.325098760208464,0.705046924665509,0.480781034576035,0.638735651659904
"CBG03494",217.704049129132,-1.45496092015693,0.570786590081596,-2.54904537955059,0.010801824359636,0.0456030328023545
"CBG03497",0.0731883939914653,-0.48533123582528,0.733687087785857,-0.661496220807057,0.508294137430587,NA
"CBG03498",34.8077716725185,0.285516652688223,0.407902497710283,0.699962991869232,0.483950416614305,0.640984148350068
"CBG03499",1702.4916904674,0.595952976120262,0.342917810545132,1.73788866542943,0.0822304332605926,0.190234584408834
"CBG03501",157.666061544211,0.271131605792924,0.386498753202322,0.701507064502726,0.482986627433265,0.640196064155263
"CBG03503",12.330871485616,-0.232313609262569,0.755764408483972,-0.307388925245341,0.758547356791945,0.849902033942698
"CBG03505",1407.30487684799,-1.29396507078962,0.414071586060306,-3.12497914455102,0.00177817666342134,0.0127167060264844
"CBG03506",27.5149993380716,0.350555260248501,0.542514555310509,0.64616747480233,0.518170901049364,0.66865731377514
"CBG03509",154.73623479575,0.88036702442078,0.41386615062811,2.12717813013864,0.0334052855326173,0.100914515324529
"CBG03511",0.0913686826317512,-0.321546942776829,0.731014070964561,-0.439864231823271,0.660035443043476,NA
"CBG03512",17.106094450542,-0.713108775261467,0.928950175176176,-0.767650186541195,0.442695037872956,0.603759294660274
"CBG03513",127.535283994358,-1.99765855545023,0.37621264131751,-5.30991874290655,1.09674121549232e-07,5.33317296945287e-06
"CBG03514",11.3246438315335,-1.86382460293464,0.816527391744846,-2.28262348792956,0.0224525561930085,0.0768183633249169
"CBG03515",2.56693310922983,-1.40466472951532,1.03751975735648,-1.35386793317006,0.175778515640072,NA
"CBG03516",6.77694447701722,-1.15086313774425,1.08777778991321,-1.05799470113844,0.290057858181405,0.456527086674289
"CBG03517",400.024885700854,-0.828791745333668,0.73890674404641,-1.12164593436383,0.262013012836225,0.425534856168331
"CBG03518",219.992935851357,-1.2260594853273,0.700383828400508,-1.75055367587126,0.0800228206638216,0.186694821492265
"CBG03519",1756.77732825435,-0.73241206765774,0.359320763752395,-2.0383238085357,0.041517560378545,0.117404275642864
"CBG03520",790.006070589652,-0.822416687244966,0.408234556775333,-2.01456901086787,0.043949827210895,0.122663826427836
"CBG03523",3.02473474439727,-0.132177885552588,0.765522355746921,-0.172663651897693,0.862915816189436,NA
"CBG03525",343.248694933212,0.785569497514805,0.266515290903809,2.9475588243015,0.00320293807504765,0.0192932008961926
"CBG03527",376.472045090719,0.756218190289573,0.322948940130226,2.3416029480841,0.019201129693834,0.0691559359927298
"CBG03528",16.8016390898408,1.08232748610393,0.845029874055984,1.28081564845626,0.200258426263344,0.353253119273785
"CBG03529",17.4200432393639,0.613090494009278,0.461362725813071,1.32886871805435,0.183891285901937,0.33232903635828
"CBG03530",9.58044883775072,-0.107756565683056,0.488281864387755,-0.220685168838228,0.825337580318987,0.893643284383113
"CBG03532",99.2864407280378,-3.81696373877601,0.656029087590171,-5.81828429711415,5.94547184697831e-09,3.98507302175843e-07
"CBG03534",104.146137117969,-1.74346729524845,0.438636744669059,-3.97474064003429,7.04559931221271e-05,0.00109304382537992
"CBG03535",548.511769875004,-0.30111327337697,0.614174665831073,-0.490273028389272,0.623940710116997,0.753713083823747
"CBG03537",484.649932711827,-0.58194423438078,0.669091089760624,-0.869753376313795,0.384435195763676,0.55018920020259
"CBG03539",277.02733251123,-0.622957181488264,0.343002679114049,-1.81618750937257,0.0693416134625897,0.168593603550695
"CBG03540",6950.71559612285,-1.30595973971363,0.42362663782188,-3.08280835791714,0.00205057162519281,0.0140868508167909
"CBG03541",2487.60977437299,-0.983276405237554,0.363102497007513,-2.70798579833839,0.00676929190158073,0.0325075815799285
"CBG03543",7090.77380731739,-0.595516615643305,0.313342347061497,-1.90053027057472,0.0573635664074517,0.147727564579938
"CBG03544",1733.90614600383,-0.627507373347246,0.407821440791349,-1.53868166452851,0.123882030721011,0.25264127117791
"CBG03545",803.242897795125,0.0154025413239299,0.328859330028995,0.0468362607275637,0.962643728851414,0.979002336419958
"CBG03546",851.806021492857,0.23715813419843,0.440229856822279,0.53871433416696,0.590083981484029,0.727753475317046
"CBG03549",79.0614484624556,-3.00478973637596,0.892684775761845,-3.36601431766502,0.000762627498491075,0.00689810144157354
"CBG03550",1955.4573977736,0.967361323054831,0.57601696040069,1.67939729132613,0.0930746408442005,0.207336810606354
"CBG03551",104.877861511924,-0.842005981129906,0.468256025097129,-1.79817436616059,0.0721493803907152,0.173526356827766
"CBG03552",319.055981181914,0.510696717472964,0.538356766292073,0.94862134080785,0.342813233048103,0.510616939327084
"CBG03553",4805.68840761151,-4.069107104273,0.982817376379361,-4.1402474173415,3.46931425700216e-05,0.000632639658629806
"CBG03554",1555.2758286242,-1.09273901083419,0.371276168423718,-2.94319728484997,0.00324841336716137,0.0194994661320613
"CBG03555",377.131252504874,1.12014496318224,0.315924492159986,3.54560976112923,0.000391705817991434,0.00413587480714688
"CBG03556",574.480288255138,-0.216122883981681,0.381555256100046,-0.566426174260359,0.571104105884241,0.712057194481192
"CBG03557",64.5277312749977,0.506815305489392,0.638439145160603,0.793834947827173,0.427291524475563,0.590328266618149
"CBG03559",27.4961250217552,-1.74426962834126,0.448425283597016,-3.88976646086882,0.000100340738864493,0.00144317748689942
"CBG03560",1932.70007401427,-0.337888750266407,0.28586760620304,-1.18197635176061,0.237215084324999,0.397227149983793
"CBG03561",1496.01869234608,-0.437232084027745,0.396697729868393,-1.10217944572761,0.270383666014837,0.435352212263448
"CBG03562",2063.08073921665,0.108503887973337,0.252938631888976,0.428973174888378,0.667942746500605,0.78634876785892
"CBG03563",12286.2262814134,-0.305103798812581,0.30223783276204,-1.00948248610821,0.312743296882758,0.480632403849564
"CBG03564",4554.40176541051,-0.195396147475946,0.259262698053667,-0.753660858051778,0.451052890969898,0.610833776990205
"CBG03565",2880.61199143632,-0.859504131212503,0.34000863090998,-2.52788915655516,0.0114750573752577,0.047600238001069
"CBG03566",6253.77363519285,-1.07533496219423,0.450440379736315,-2.38729698883506,0.0169727738886238,0.0632833665606764
"CBG03568",2225.59460263366,-0.765094055732562,0.309280157444949,-2.47378966065338,0.0133688380658338,0.053081376741488
"CBG03570",1512.87806589581,0.188457283912894,0.155297056082055,1.21352772980654,0.224928119095498,0.382593782823617
"CBG03572",2138.69067605763,-1.27045433298613,0.370917525644499,-3.4251666344927,0.000614422449398752,0.00581908004449664
"CBG03573",3898.26938661721,0.0295303665247814,0.28676133604537,0.102978898522461,0.917979718442761,0.951229401858307
"CBG03574",3641.60977226337,-0.604921296590042,0.261207786546524,-2.31586241967675,0.0205657817891031,0.0724035635487385
"CBG03575",309.224414547748,-0.615619427539492,0.246340328391191,-2.49906067577324,0.012452298855963,0.0505547025583531
"CBG03576",1988.73547849743,0.157926942389715,0.368729010953611,0.428300832585108,0.668432112846304,0.786657276049884
"CBG03577",7316.41617287033,-0.196701639275368,0.273856773384176,-0.718264649234833,0.472594122635585,0.631726647336086
"CBG03579",1193.20556065709,0.103490152394207,0.38858397908627,0.266326348908047,0.789987882167256,0.871071391527214
"CBG03580",2.2037633038586,-1.17306275784273,0.866491037839919,-1.35380829877602,0.175797545366667,NA
"CBG03581",3952.22256615291,-4.18589019357245,0.573428106713832,-7.29976459919396,2.88271628071572e-13,6.02939212448494e-11
"CBG03582",68.1931516895985,-1.41642677983422,0.602666528979901,-2.3502662114515,0.0187599885109732,0.0680044686887647
"CBG03584",413.187517266908,-3.1379327403407,0.497070777172013,-6.31284896326708,2.73944829477426e-10,2.7811007249872e-08
"CBG03585",0.999500087719066,-1.93150485606993,1.05681057630954,-1.82767366202455,0.067598543228699,NA
"CBG03586",244.359183861704,-4.16206285252434,0.708504532109713,-5.87443363295218,4.24291413348121e-09,2.99418655923714e-07
"CBG03588",3.4547753296695,0.0371435788240647,0.966529722372776,0.0384298361077601,0.969344972772349,NA
"CBG03589",184.656998838099,-1.93130513370283,0.546075574823567,-3.53669935581136,0.000405160592542224,0.00423455020260867
"CBG03590",62.6482888408219,-1.45491444785982,0.66570249992554,-2.18553249840966,0.0288498258111602,0.091027440218419
"CBG03591",107.091720652766,-2.05682567412173,0.715731994436857,-2.87373722302306,0.00405646314129019,0.0229130993181305
"CBG03592",4.45327958599661,-2.41230520611257,0.831303321574914,-2.90183515872693,0.00370983696260408,NA
"CBG03593",3551.39593734497,-1.66962507592317,0.506917414062831,-3.29368261891318,0.000988840834884639,0.00835748631625966
"CBG03596",3002.65680784415,-0.132710276712578,0.267516134013793,-0.496083263171467,0.619835667103418,0.750791737434785
"CBG03597",2477.11203031593,0.0285604860412436,0.389193504088703,0.0733837685911998,0.941500733555534,0.965299594526581
"CBG03598",1160.89734265872,0.0117380252566612,0.386770238108993,0.030348832717975,0.975788851612663,0.986529291479578
"CBG03599",423.711426324123,0.517552921208928,0.221425060098619,2.33737283836987,0.0194198061766208,0.0696120504356179
"CBG03600",4585.02759509425,-0.86358974414808,0.282347491937179,-3.05860603975269,0.00222369365292781,0.0148557425796781
"CBG03601",3175.79007123731,-0.932804819577123,0.31803621698866,-2.93301444850976,0.0033568826961308,0.0199505250273299
"CBG03602",216.917271746785,0.314158779552099,0.504484107021245,0.62273275843528,0.533460151990928,0.681196633950902
"CBG03603",5207.79728486222,-1.04090564658254,0.367598176636618,-2.83163985226049,0.00463099768684741,0.0249438783256814
"CBG03605",3.67083413894937,-0.968519356987437,0.776227268968151,-1.24772653024017,0.212131222144851,NA
"CBG03606",105.396649180352,-1.51561952443351,0.417645728324648,-3.62895971787692,0.000284565635679947,0.00324150881588181
"CBG03609",45.249968434144,-1.27869734486502,0.478403629628247,-2.67284206405093,0.00752116511077964,0.035166424921452
"CBG03611",923.26011692332,-0.6559763440111,0.439820885397422,-1.49146246981509,0.135840117514184,0.269129149065484
"CBG03612",106709.813026309,-0.121949387258802,0.300766533017479,-0.405461957603223,0.685137976403271,0.799220217064964
"CBG03613",18743.054834893,-0.457237739205484,0.383775168582591,-1.19142085428355,0.233488410104311,0.39318641957618
"CBG03614",960.201127189996,-0.781386691486743,0.299373168340993,-2.61007589897544,0.00905221361607376,0.0401763815173467
"CBG03615",730.879932512488,0.208311885702075,0.365401979992536,0.570089646767459,0.568616896849283,0.710566464821736
"CBG03616",683.827801419264,0.294458646257554,0.394637649572462,0.746149402056699,0.455577169337301,0.615280819954531
"CBG03617",238.995663148002,-0.00451726613112915,0.349487144338009,-0.0129254142943817,0.989687298644201,0.994672118593373
"CBG03618",67.3803985043563,-0.759512758226172,0.632780062447945,-1.20027921753406,0.230030918307015,0.388835125784789
"CBG03619",104.410353150801,-1.4309081182602,0.693578111663241,-2.06308142399246,0.0391048927562799,0.112556712464732
"CBG03620",89.8789340066973,-2.24753057699143,0.756459279107933,-2.97111905302011,0.00296716732658109,0.018272445828112
"CBG03621",480.462302129757,-0.799785770479807,0.25540810329716,-3.13140327246893,0.00173973085008776,0.0125329303309737
"CBG03626",0,NA,NA,NA,NA,NA
"CBG03627",226.968136124504,-0.730605771373357,0.466883988280496,-1.56485505974221,0.117616898115109,0.243480723977854
"CBG03632",856.714309640988,0.0183315761108857,0.377176262973768,0.0486021468221626,0.961236359072229,0.977919756845048
"CBG03634",4412.64552772242,-0.569692855254417,0.356037658859035,-1.60009156638111,0.109578271648237,0.231815597832488
"CBG03635",174.053872356638,-0.137791706185793,0.399246679812193,-0.345129247538415,0.729997206435736,0.831054593988089
"CBG03637",71.4619508845389,-2.23131643721433,0.695842160079997,-3.20664162826496,0.00134294180648636,0.0105062955207766
"CBG03639",2251.87513877403,-0.566089908846851,0.408623482489626,-1.38535824078887,0.165942953253831,0.309327785728176
"CBG03641",421.495477026907,1.19301659105172,0.573776455141377,2.07923587725078,0.0375956755731921,0.109820112392834
"CBG03642",1.69901126315546,0.545813122053399,1.0502759255215,0.519685454831674,0.603282826292746,NA
"CBG03643",1519.28096494185,0.361563009917387,0.54629736566505,0.661842858197253,0.508071935936037,0.661374372703814
"CBG03644",406.172739868677,1.08944777162147,0.567727673477893,1.91896189408476,0.0549891565491425,0.143630986365355
"CBG03646",24.2260507196063,1.39849364156656,0.911021080693624,1.53508373319066,0.124763261460398,0.253884681626129
"CBG03647",66.9682352004187,1.16586084620921,0.641563609896234,1.81721785373359,0.069183762267035,0.168330114006635
"CBG03649",417.126539901386,1.24831498536431,0.29056431917191,4.29617438549209,1.73770902751683e-05,0.000365656105668995
"CBG03650",54.5064563386774,-0.247265590180539,0.448182986968646,-0.551706774621138,0.581149267698838,0.720470705366838
"CBG03652",10.3727949496696,0.386265588754077,0.679190413021614,0.568714724690593,0.569549753463657,0.711015656560412
"CBG03654",2702.48487519134,-0.379594224317575,0.298961327482541,-1.26971012442987,0.204187905060729,0.357833841293585
"CBG03655",2563.3423587181,0.459272066605223,0.286126592879317,1.60513590150264,0.108463899917852,0.230328232730753
