"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CBG28653",0.0286342353171408,0.109373928533452,0.72184053716312,0.151520900950366,0.879564824605943,NA
"CBG28656",1.70203190428807,0.124348512737244,0.961395036960471,0.129341746063493,0.897087240257725,NA
"CBG28657",0.0309983052316888,0.112680651025081,0.722196399360791,0.156024941587653,0.876013361433925,NA
"CBG28663",0,NA,NA,NA,NA,NA
"CBG28672",0,NA,NA,NA,NA,NA
"CBG28678",0.500004622849546,-0.899576970747708,1.05769447168651,-0.850507395877113,0.39504305031076,NA
"CBG28681",0.0940900064826298,0.018189802904417,0.728136042998025,0.0249813246842202,0.980069859703374,NA
"CBG28682",0,NA,NA,NA,NA,NA
"CBG28693",0,NA,NA,NA,NA,NA
"CBG28696",0.412447218318799,2.17608483277994,1.08746912001986,2.00105436809111,0.0453865311711447,NA
"CBG28700",0.0358868133272911,-0.321935625256808,0.726917044584319,-0.442878080319198,0.65785392294634,NA
"CBG28701",0.303889788642826,-0.794384034184108,0.997221067843825,-0.796597725218253,0.425684698974065,NA
"CBG28712",0,NA,NA,NA,NA,NA
"CBG28718",0,NA,NA,NA,NA,NA
"CBG28726",0,NA,NA,NA,NA,NA
"CBG28732",23.7086465088272,0.622712445731589,0.404714059518949,1.53864791964914,0.123890273130043,0.25264127117791
"CBG28734",0,NA,NA,NA,NA,NA
"CBG28735",0.5390197399339,0.170696035919321,1.09198035619683,0.156317863183752,0.87578247663654,NA
"CBG28742",0,NA,NA,NA,NA,NA
"CBG28748",0,NA,NA,NA,NA,NA
"CBG28762",0.623486278493247,-0.13202166757036,1.07489171354077,-0.122823225732638,0.90224708203382,NA
"CBG28776",6.32963112522665,-0.577148191742584,0.563630995451997,-1.0239823508637,0.305843611183768,NA
"CBG28778",0.0261649534630153,-0.0299155696450031,0.719439897011508,-0.041581749593357,0.966832122371959,NA
"CBG28779",0.0261649534630153,-0.0299155696450031,0.719439897011508,-0.041581749593357,0.966832122371959,NA
"CBG28786",0.0345304981499043,0.119646171694334,0.722457185683903,0.165610051453876,0.86846383661482,NA
"CBG28787",0.510437293963447,1.11564967541606,1.08139683605691,1.03167462509327,0.302224568407262,NA
"CBG28789",2.95577163460269,-0.825427829706076,0.766415303423341,-1.0769981053603,0.281481112123904,NA
"CBG28790",0,NA,NA,NA,NA,NA
"CBG28816",0.245407943172081,0.142607214483322,0.749117000893881,0.190367077923951,0.849021493922579,NA
"CBG28818",0.219026457950143,-0.0349903233985413,0.749801444413023,-0.0466661189562435,0.962779334068348,NA
"CBG28821",0,NA,NA,NA,NA,NA
"CBG28826",0,NA,NA,NA,NA,NA
"CBG28830",0,NA,NA,NA,NA,NA
"CBG28832",0,NA,NA,NA,NA,NA
"CBG28833",5.08773165515745,-1.09686684084735,0.714023485275233,-1.53617753962889,0.124494843041828,NA
"CBG28844",0,NA,NA,NA,NA,NA
"CBG28845",0.0572684706342816,0.161557851552353,0.723411221891411,0.2233278205582,0.823280376314889,NA
"CBG28847",0,NA,NA,NA,NA,NA
"CBG28851",0,NA,NA,NA,NA,NA
"CBG28860",0,NA,NA,NA,NA,NA
"CBG28865",0,NA,NA,NA,NA,NA
"CBG28870",0.602887666080246,0.16399743379246,0.7549053766393,0.2172423708552,0.828019465891198,NA
"CBG28873",0.878725155741971,-1.34299920331725,1.06087487483142,-1.26593553601753,0.205536162523554,NA
"CBG28874",0,NA,NA,NA,NA,NA
"CBG28876",0.0554146360466806,-0.206706214530628,0.722817953466295,-0.285972717666132,0.774899017474362,NA
"CBG28880",0,NA,NA,NA,NA,NA
"CBG28892",0,NA,NA,NA,NA,NA
"CBG28893",0,NA,NA,NA,NA,NA
"CBG28894",0.191920490305838,-0.760160866515195,0.896365322225708,-0.848048053250975,0.396411209719785,NA
"CBG28900",0.0399700504676256,-0.0299155696450025,0.719439897011508,-0.0415817495933562,0.96683212237196,NA
"CBG28902",0,NA,NA,NA,NA,NA
"CBG28903",0.0343661008844669,0.270022661873287,0.72995787501954,0.369915403496481,0.711445523955741,NA
"CBG28905",0,NA,NA,NA,NA,NA
"CBG28914",7.78899960042168,-0.381815336974678,0.572097429410547,-0.667395652114845,0.504519442395793,0.65877830161647
"CBG28915",0,NA,NA,NA,NA,NA
"CBG28918",3.58390922599998,-0.908176843674757,0.724346393409152,-1.25378803834503,0.209919058081515,NA
"CBG28919",0.275856093765352,-0.0522596069337818,0.89983719076335,-0.0580767359587004,0.953687505124005,NA
"CBG28925",0,NA,NA,NA,NA,NA
"CBG28928",0,NA,NA,NA,NA,NA
"CBG28935",0,NA,NA,NA,NA,NA
"CBG28938",0.314607920784415,0.556801839629164,0.917300037883302,0.607000781242745,0.543850393676841,NA
"CBG28942",0,NA,NA,NA,NA,NA
"CBG28949",0.113960670080693,-0.275478597914395,0.725471031114863,-0.379723774071385,0.704150470560757,NA
"CBG28952",0,NA,NA,NA,NA,NA
"CBG28966",0.0799200551287525,0.186486573959364,0.724274236386098,0.257480612440218,0.796807779937182,NA
"CBG28970",0.198320713180467,-0.0075493053948287,0.730629879170981,-0.0103325987754492,0.991755925657491,NA
"CBG28979",0,NA,NA,NA,NA,NA
"CBG28996",0.0906308457805183,0.270951697192597,0.728220653268802,0.372073623532045,0.709838034142927,NA
"CBG28997",0,NA,NA,NA,NA,NA
"CBG29001",0,NA,NA,NA,NA,NA
"CBG29010",0.0822299301452688,-0.0299155696450031,0.719439897011508,-0.041581749593357,0.966832122371959,NA
"CBG29013",0,NA,NA,NA,NA,NA
"CBG29018",0.324669117927186,1.51404392873586,0.987062248566042,1.53388900338899,0.12505696175818,NA
"CBG29019",0,NA,NA,NA,NA,NA
"CBG29026",1.01957307586197,1.64425978832213,1.06512527061057,1.54372432397513,0.122655131067182,NA
"CBG29029",0,NA,NA,NA,NA,NA
"CBG29035",3.89556872572222,0.260580612966678,0.763633049198133,0.341237998067666,0.732924419793493,NA
"CBG29045",6.42710448365238,1.51770797692638,0.78657993284319,1.9295025382105,0.0536685052784021,NA
"CBG29052",0,NA,NA,NA,NA,NA
"CBG29053",0.06695578809147,-0.069213689721344,0.726018989925742,-0.0953331671509355,0.924050199039143,NA
"CBG29060",0,NA,NA,NA,NA,NA
"CBG29061",1.16728315953852,-0.130992591379475,1.05038276057395,-0.12470938813571,0.900753624771727,NA
"CBG29066",0,NA,NA,NA,NA,NA
"CBG29076",0.115694956809139,0.210718079032181,0.7249770628831,0.290654821814906,0.771315327429773,NA
"CBG29082",0,NA,NA,NA,NA,NA
"CBG29083",0.972513956995022,-0.548282489961937,0.970009781311467,-0.565233980651876,0.571914626702445,NA
"CBG29085",0,NA,NA,NA,NA,NA
"CBG29098",0,NA,NA,NA,NA,NA
"CBG29099",0,NA,NA,NA,NA,NA
"CBG29104",1.83405052450477,0.968086205980811,1.01191347243727,0.956688721268922,0.338724392603176,NA
"CBG29105",0,NA,NA,NA,NA,NA
"CBG00001",2761.3970729851,1.6071025883181,0.480514310146075,3.3445467791158,0.000824171295589834,0.00728205762195258
"CBG00002",0.653373440588706,-1.16992214585069,1.09006945435427,-1.07325468223832,0.283156862118674,NA
"CBG00003",442.858020798357,0.349182243153856,0.44896821564992,0.77774379339612,0.436720069189904,0.598676626221116
"CBG00004",0.0642285781037437,-0.028610733642744,0.719835397667611,-0.0397462166148645,0.968295455236811,NA
"CBG00005",1994.32745247462,-1.28595332462407,0.594486815509964,-2.16313178202438,0.0305310452641161,0.0949324632637737
"CBG00006",6665.81983139022,-0.562377806662674,0.360966122398324,-1.55797946612312,0.119238115809039,0.245781725296239
"CBG00008",1137.58574361047,-1.25501752893433,0.485077305185652,-2.58725262039212,0.00967446354298049,0.0420502471472562
"CBG00011",16.1346824500902,-1.46242886928837,0.605429847200011,-2.41552159354516,0.0157126907888242,0.0598184894942956
"CBG00014",39.3248270327075,-0.722602146594519,0.527356444413024,-1.37023478948629,0.170613621687831,0.315522458003818
"CBG00015",34.8399201377445,0.992775832412816,0.500809736134582,1.98234131803306,0.0474410525812106,0.129310201414636
"CBG00017",24.8539838898567,-0.439735497836508,0.37786143285329,-1.16374802931328,0.244526139069168,0.405364187761722
"CBG00018",3565.86837758606,-1.67466319572985,0.493352571196378,-3.3944551898631,0.000687652923506379,0.00634644059121252
"CBG00019",0.223899882125349,-0.0884137848801489,0.9259231273707,-0.0954871762747879,0.923927875567557,NA
"CBG00020",81.480547376218,-0.903850529652536,0.489327311109086,-1.8471287196374,0.0647284870097568,0.160454777844844
"CBG00021",8627.83247702754,-1.18710849172406,0.504380244987635,-2.35359830905582,0.0185926907271449,0.0675714941748976
"CBG00023",42.8739014664184,0.234062601301942,0.298660967936674,0.783706699000491,0.433212230837879,0.595591719474302
"CBG00026",4394.17789660641,-0.351972656143885,0.363998374596528,-0.966962164416331,0.333562948232357,0.501659255073527
"CBG00029",77.7175866138518,-0.269641317526097,0.263315458526564,-1.02402388008258,0.305823995788985,0.473308778362911
"CBG00030",3701.50486770072,-0.135969259541864,0.465477094414092,-0.292107304899743,0.770204581643768,0.857889936463639
"CBG00031",5183.81496967901,-0.588865922594483,0.259212858223904,-2.27174657395209,0.0231018214084028,0.0784189949461765
"CBG00032",1866.57825166102,-0.824878519890628,0.323463449249707,-2.55014445002668,0.0107678294128624,0.0455148572211569
"CBG00033",1602.90790395077,0.488798995736859,0.185516836767875,2.63479587218523,0.00841878955498448,0.0381692835399662
"CBG00034",0.775552594108732,0.768233639390624,1.08524693767725,0.707888327273121,0.479014609043146,NA
"CBG00035",1381.5105430721,0.245158114748808,0.382209220234291,0.641423863606765,0.521247332692089,0.671113651252763
"CBG00036",193.276387615864,-0.705299847002025,0.411773286237888,-1.71283536493079,0.0867428319811369,0.197527339375227
"CBG00038",420.689914142848,-1.47308762044297,0.462183975372236,-3.18723213901254,0.00143641437574162,0.0110232922941662
"CBG00040",4886.50474719471,-1.53346942012809,0.560249059533345,-2.73712091798133,0.00619795068118088,0.0304116517312889
"CBG00041",44.1734548686762,-3.34895764655871,0.695034798199947,-4.81840284145786,1.44711964397929e-06,4.64362236958973e-05
"CBG00042",27.6785513577874,0.812883774119747,1.05798884007208,0.768329252002661,0.442291600177075,0.603440913162057
"CBG00043",0,NA,NA,NA,NA,NA
"CBG00045",1018.09559836563,-0.636676102163119,0.399750773298029,-1.59268260298887,0.111231412232737,0.234228204313479
"CBG00049",27.7419600685514,-0.691621693790988,0.413269336824956,-1.67353740566513,0.0942215492094345,0.209279776627384
"CBG00050",5905.51630385692,-0.288881753889761,0.293157910290614,-0.985413470860758,0.324421015424626,0.493208584619625
"CBG00051",2489.5525635936,-0.748963973759762,0.39583268042615,-1.8921226336174,0.058474643325617,0.149760787513848
"CBG00052",309.84648678111,0.241049651999426,0.305957646513153,0.787853007586341,0.430782691113872,0.593617043795588
"CBG00055",158.254733332976,0.0531987912926221,0.288915473882472,0.184132717357544,0.85390934053506,0.911340597054509
"CBG00056",63.7161757294429,0.698795825026637,0.48532735308248,1.43984430423784,0.149911453441029,0.288649382401982
"CBG00059",104.460411164903,-0.442063855642285,0.426355514854884,-1.03684329213555,0.299808895806421,0.467075401114786
"CBG00060",178.389107910747,-0.701327910269389,0.477383512415935,-1.4691079436743,0.141803513505944,0.277594609208749
"CBG00061",3.55528433508964,1.0179920845136,0.847678792854025,1.200917249665,0.229783302287069,NA
"CBG00062",2489.61233018273,-0.209456931161792,0.474777965004678,-0.441168180919533,0.659091246798341,0.780552765048388
"CBG00068",2314.49710269593,-1.0233041816523,0.48389318455932,-2.11473154469869,0.0344528342096301,0.103146861318654
"CBG00069",495.108289023946,1.5349940209754,0.510987513162734,3.00397559907996,0.00266476695862136,0.0168587297382168
"CBG00070",535.833125111642,1.44875248036399,0.337492714892116,4.29269260175618,1.76519314075534e-05,0.000370093634341941
"CBG00071",9.33835241667417,0.505946190165212,0.629372262360023,0.803890194124559,0.421460393713232,0.584949826899721
"CBG00072",1.69510014034144,0.556727359822281,0.95014021072089,0.585942320449611,0.557914276449314,NA
"CBG00074",3251.91082528236,-0.80842497388422,0.494001145855791,-1.63648400548491,0.101738330485439,0.22049655645783
"CBG00075",9.90722806950033,-0.144601629932276,0.715989493037897,-0.201960547380019,0.839947567219959,0.902692470180939
"CBG00076",1603.88176364565,0.577749209849655,0.321817435667599,1.79527006873053,0.0726106814369889,0.174345979217998
"CBG00078",26.4598619851555,-0.482878807169873,0.515398639025977,-0.936903535644639,0.348808180346648,0.515828338510143
"CBG00079",1945.3540106037,-0.618971686795551,0.540236616231629,-1.14574182533781,0.251901992329725,0.414330300404277
"CBG00082",127.520204525872,-0.641788860027558,0.226052173181302,-2.83911829289437,0.00452383829319799,0.0245580586287354
"CBG00083",1408.17913379434,0.409405275773037,0.410403825700967,0.997566908821513,0.31848941398246,0.486277592500924
"CBG00085",133.908981366471,0.286812601161493,0.422859144848248,0.67826983206056,0.497600622856571,0.652443112748494
"CBG00086",180.678835188142,0.320840051792815,0.449458990572537,0.713836097447106,0.475328535672147,0.634551167276875
"CBG00089",10.0967084690896,0.422316685865837,0.634100125011327,0.666009466341444,0.505405049725629,0.659339570394298
"CBG00090",1538.00631866354,-0.0620590132530774,0.349735057992167,-0.177445788847589,0.85915824362867,0.915198325421472
"CBG00091",480.347320488948,-2.98467162281515,0.622213768319709,-4.79685885266614,1.61173086696423e-06,5.08720870009074e-05
"CBG00093",1261.67227911065,-0.456347520486989,0.499416287420422,-0.913761789476489,0.360842028408865,0.526891884361839
"CBG00094",145.033237927333,1.32790063188171,0.368717763809792,3.60140129447825,0.000316506589585892,0.00352215025334043
"CBG00098",44.6093881286504,-1.10205322675919,0.505894512315429,-2.17842494814818,0.0293744141846428,0.0922767528732223
"CBG00099",579.781373463275,0.653450538668786,0.446850215682651,1.46234804356201,NA,NA
"CBG00101",4043.58372378832,-2.04894324627856,0.673193900855849,-3.04361528479935,0.00233753858365059,0.0154228238585614
"CBG00102",2971.33328786154,-0.931001365123328,0.335964646977809,-2.77112896698569,0.00558622964423623,0.028413989634908
"CBG00105",381.748977900569,0.493673301531209,0.340040198090241,1.45180865175298,0.146554817596047,0.284140231568838
"CBG00107",13.5801094671742,-0.848979235698145,0.621649854532436,-1.36568717825357,0.172037170422242,0.31697784743474
"CBG00112",126.528593562968,0.398358996800037,0.362152548976501,1.09997568131402,0.271342717791853,0.436360313188195
"CBG00113",10.5270832118398,-0.912279422113775,0.541911091822621,-1.68344851375063,0.0922882984166249,0.206041639786033
"CBG00115",1488.33305798603,-1.20328255467193,0.429605631158603,-2.80090033137322,0.00509602555437037,0.026727191427151
"CBG00116",54.9035996202877,-0.21622129649218,0.505614964406472,-0.427640223714494,0.668913076251725,0.787009895203656
"CBG00117",268.0078902928,-0.850285588412245,0.35771801847733,-2.37697164943379,0.0174554296761395,0.0644599572809576
"CBG00118",507.08905192146,-0.936922693145355,0.377119588572916,-2.48441799772541,0.0129763390649829,0.0520346231643394
"CBG00119",3.00198332823814,0.357002443980933,0.908698929466831,0.392872086016872,0.694413959415279,NA
"CBG00120",3150.1579725942,-1.66134977377608,0.59256469872338,-2.80365971404521,0.00505262004301771,0.0265671888371354
"CBG00121",848.368988701736,1.17601476781118,0.433281552439036,2.71420456557898,0.00664351278694984,0.0320468291893573
"CBG00122",23.6265400329546,0.251909185064599,0.499448107612517,0.504375091676263,0.613997818163302,0.746167457004895
"CBG00123",7.52366270289974,-1.41500400669462,0.691734389458166,-2.04558863670634,0.0407968603986909,0.115850903764685
"CBG00124",870.696357630149,-0.333194868851785,0.280842938431017,-1.18640999383229,0.235460426921844,0.39539495176661
"CBG00125",164.772355049949,-0.147735201393965,0.424433439954156,-0.34807625292183,0.727782917950593,0.829349632967548
"CBG00126",513.799069322277,-0.222461886207585,0.394170602810765,-0.564379699097921,0.57249575181366,0.713001381123835
"CBG00127",294.6906266616,-0.0156481286300277,0.265203501326514,-0.0590042309085582,0.95294873820763,0.972613915884794
"CBG00128",53.0100306007195,-3.21597037727968,0.803336709618767,-4.0032658022137,6.24740437754203e-05,0.000996828492593103
"CBG00129",167.106812684856,-0.0793716125346752,0.63306956293116,-0.125375815206118,NA,NA
"CBG00131",490.009293608052,-0.0161678683212969,0.406724436397056,-0.0397514062949328,0.968291317741056,0.982324525244549
"CBG00133",596.334588898191,-0.520838099371602,0.294574238083194,-1.76810471533667,0.0770433993051871,0.181870194715536
"CBG00134",0.608761855740291,-0.817547501579361,1.0739334059933,-0.761264615679959,0.446499030758014,NA
"CBG00135",952.433971449876,0.255161647490861,0.296156828023005,0.861576108827854,0.388920822707035,0.554278423954859
"CBG00136",358.061835544495,0.851494218781675,0.345414599085527,2.46513674012614,0.0136960972533797,0.0539514972359136
"CBG00137",36.1921533631216,0.366711444327522,0.334180719884854,1.09734470753991,0.272490734244813,0.437638925570353
"CBG00138",148.384945088927,0.636109494388786,0.326756525748229,1.9467384558952,0.0515660987003858,0.136962587735419
"CBG00140",31.057901984486,-1.0764588044829,0.520451322574944,-2.0683179344364,0.0386101364120626,0.111693379122381
"CBG00142",1349.07390816921,0.886404287835456,0.447474263809734,1.98090562860249,0.0476018577589281,0.129565967780357
"CBG00143",741.242347650836,-0.213690601141511,0.241051680805243,-0.886492889938244,0.375351983838846,0.541295102130118
"CBG00148",38.0772743826148,0.544475742053975,0.348859848693881,1.56072916987286,0.118587665691782,0.244910159198431
"CBG00150",2.96959877525842,0.142246309221178,0.740530245200212,0.192087102644565,0.847673977391435,NA
"CBG00152",7.6866533274036,0.932424011884907,0.793505092104152,1.1750699789618,0.239966720132785,0.400213494236252
"CBG00154",0.162567485636475,0.0533246670946591,0.754304704591787,0.0706938015500211,0.94364145414271,NA
"CBG00164",6.08722416058308,1.23329752959452,0.759654195499311,1.62349860884253,0.104482860508414,NA
"CBG00165",61.0436694528438,-1.08480271806878,0.493794864069241,-2.19686917990436,0.0280297905489652,0.089365870326912
"CBG00167",1.49713744363428,0.106553150823887,1.04533857798467,0.101931711952421,0.91881087855231,NA
"CBG00168",54.2598206497626,-4.58483557650588,0.801786037271123,-5.71827814825805,1.07608893336553e-08,6.7930559575366e-07
"CBG00170",70.5315330595595,1.14245692027056,0.689803741286784,1.65620574649158,0.0976801599193684,0.214431914036449
"CBG00171",36.7310174760335,-1.33475772846236,0.539698746484276,-2.47315328626809,0.0133926685406241,0.0531299647772473
"CBG00172",164.539031573811,-0.187892578528248,0.331883420145871,-0.566140298438723,0.571298410637503,0.712174379482052
"CBG00173",2063.53989470718,0.452043391725644,0.281406704305034,1.60637037003797,0.108192557108198,0.229895140850255
"CBG00175",33.6879391609079,0.991871927823418,0.448314031845554,2.21244899192698,0.026935656942109,0.0871418197008968
"CBG00177",965.627981288671,0.478391025853934,0.281968060542188,1.69661423685382,NA,NA
"CBG00178",122.026958754409,-0.870397301633293,0.275674033148539,-3.15734235717553,0.00159214297718547,0.0118574011514113
"CBG00180",10.3419755187475,0.719546911084997,0.584150199554323,1.23178407134668,0.218029755002954,0.374233393993602
"CBG00181",239.433044626704,1.74498169930988,0.456768279738169,3.82027775726928,0.000133301472060963,0.00182070303302778
"CBG00182",73.4169260956718,0.0723113564431241,0.341303698549401,0.211868071604438,0.832209960287756,0.897841334323252
"CBG00185",887.649433367849,0.147381842228933,0.289356640010591,0.509343218194468,0.610511669497911,0.744066454821941
"CBG00186",1.23615723747752,-0.453355611439796,1.04049464988535,-0.435711621861534,0.663045972538078,NA
"CBG00187",3401.78977016544,-1.3340816700539,0.386505025231317,-3.4516541389222,0.000557161414741305,0.00544370685266792
"CBG00188",25.042109791333,-1.58480417811793,0.492507636490212,-3.2178266095767,0.00129165875043806,0.0102109270981806
"CBG00189",171.793227398934,-2.00429192057585,0.533582900821688,-3.75628963651075,0.000172451099896531,0.00223429301827661
"CBG00190",15.9782094902254,-2.36241750816006,0.614680583957553,-3.84332541130532,0.000121378356063126,0.00168840405549349
"CBG00192",465.508932539481,-2.322963146697,0.690772200621401,-3.36284978551152,0.000771423277454912,0.0069640707730719
"CBG00196",1898.39616029006,0.62650746163854,0.33704960380818,1.8587989855496,0.063055636323081,0.158003153373078
"CBG00197",56.3218543149805,0.630974962186459,0.4109231174832,1.53550612107447,0.124659554685103,0.253733130417797
"CBG00198",5.25111425736924,0.505643379726529,0.641796128073571,0.78785670029559,0.430780530890965,NA
"CBG00199",336.153652917933,-0.0487254448620068,0.49496591206218,-0.0984420213080972,0.921581308524034,0.953378911624887
"CBG00200",8322.95673256537,-0.460881976379925,0.502199344787246,-0.917727155887022,0.358761726911162,0.525046668283408
"CBG00201",208.657353417288,-0.649954760656385,0.465100978045545,-1.39744870756376,0.162278680789606,0.304206244945935
"CBG00202",0.820102177465284,-0.000868527830322887,1.02491805572761,-0.000847411971590548,0.999323863152151,NA
"CBG00204",73.0422588017787,-0.607358667898154,0.560373393355131,-1.08384636940328,0.278432921841278,0.443253580247958
"CBG00205",51.6867742418284,0.296662606016097,0.469718505179744,0.631575300408008,0.527664430500248,0.675933774607756
